,source,id,url,parent_url,cc_url,content_truncated,result,mention_number,result_text
80,df_selected_urls_2024_p1,1884,https://www.gov.uk/government/news/pupils-who-fall-behind-in-english-and-maths-to-get-intensive-catch-up-classes,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474676.26/wet/CC-MAIN-20240227121318-20240227151318-00786.warc.wet.gz,"pupils who fall behind in english and maths to get intensive catch-up classes - gov.uk
cookies on go",free school meals,1,"ce shows that pupils who are behind in english and maths when they start secondary school will struggle to achieve gcses. only 30 per cent of those not achieving level 4 in reading at the end of primary school go on to get 5 a* to c at gcse. for pupils on free school meals this drops to seven per cent.
deputy prime minister, nick clegg, said:
secondary school is a massive step up for pupils when much bigger demands are placed on their abilities. for tens of thousands of children, this is all the more daunti"
81,df_selected_urls_2024_p1,1884,https://www.gov.uk/government/news/pupils-who-fall-behind-in-english-and-maths-to-get-intensive-catch-up-classes,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474676.26/wet/CC-MAIN-20240227121318-20240227151318-00786.warc.wet.gz,"pupils who fall behind in english and maths to get intensive catch-up classes - gov.uk
cookies on go",School meals,1,"ows that pupils who are behind in english and maths when they start secondary school will struggle to achieve gcses. only 30 per cent of those not achieving level 4 in reading at the end of primary school go on to get 5 a* to c at gcse. for pupils on free school meals this drops to seven per cent.
deputy prime minister, nick clegg, said:
secondary school is a massive step up for pupils when much bigger demands are placed on their abilities. for tens of thousands of children, this is all the more daunting be"
82,df_selected_urls_2024_p2,64,https://www.gov.uk/government/news/budget-and-spending-review-october-2021-what-you-need-to-know,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474690.22/wet/CC-MAIN-20240228012542-20240228042542-00540.warc.wet.gz,"budget and spending review – october 2021: what you need to know - gov.uk
cookies on gov.uk
we use s",family hubs,1,"o be paid to early years providers to deliver the government’s free childcare hours.
new investment of £302 million to fund new programmes to support parents, provide bespoke breast feeding services and parent-infant mental support, and funding to rollout family hubs across england.
£639 million resource funding per annum by 2024-25 as part of the government’s commitment to end rough sleeping in england, an 85% cash increase compared to 2019-20. this brings total funding to £1.9 billion resource and £109 mi"
83,df_selected_urls_2024_p2,64,https://www.gov.uk/government/news/budget-and-spending-review-october-2021-what-you-need-to-know,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474690.22/wet/CC-MAIN-20240228012542-20240228042542-00540.warc.wet.gz,"budget and spending review – october 2021: what you need to know - gov.uk
cookies on gov.uk
we use s",childcare hours,1,"april. alcohol duties will be frozen across the board for the third year running saving consumers £3 billion.
additional investment of £170 million in 2024-25 to increase the hourly rate to be paid to early years providers to deliver the government’s free childcare hours.
new investment of £302 million to fund new programmes to support parents, provide bespoke breast feeding services and parent-infant mental support, and funding to rollout family hubs across england.
£639 million resource funding per annum "
84,df_selected_urls_2024_p2,64,https://www.gov.uk/government/news/budget-and-spending-review-october-2021-what-you-need-to-know,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474690.22/wet/CC-MAIN-20240228012542-20240228042542-00540.warc.wet.gz,"budget and spending review – october 2021: what you need to know - gov.uk
cookies on gov.uk
we use s",free childcare hours,1,"next april. alcohol duties will be frozen across the board for the third year running saving consumers £3 billion.
additional investment of £170 million in 2024-25 to increase the hourly rate to be paid to early years providers to deliver the government’s free childcare hours.
new investment of £302 million to fund new programmes to support parents, provide bespoke breast feeding services and parent-infant mental support, and funding to rollout family hubs across england.
£639 million resource funding per a"
85,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",free school meals,1,"nment
england’s most disadvantaged pupils are to benefit from extra cash next year when the pupil premium rises to £900 per pupil - around 50% higher than last year.
schools receive extra cash through the premium for every child registered as eligible for free school meals (fsm) at any point in the past six years and children in care who have been looked after for six months.
schools minister david laws said:
it’s unacceptable that children from disadvantaged backgrounds are less likely to do well in school"
86,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",free school meals,2,"dy telling us that the pupil premium is making a difference.
this extra funding will help schools provide the extra support children and young people need to reach their full potential.
statistics show that, in 2011, the latest available:
35% of pupils on free school meals achieved five good gcse grades compared with 62% of other pupils.
58% of pupils on free school meals achieved the expected level in both english and maths by the end of primary school compared with 78% of other pupils.
the pupil premium w"
87,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",free school meals,3,"vide the extra support children and young people need to reach their full potential.
statistics show that, in 2011, the latest available:
35% of pupils on free school meals achieved five good gcse grades compared with 62% of other pupils.
58% of pupils on free school meals achieved the expected level in both english and maths by the end of primary school compared with 78% of other pupils.
the pupil premium was introduced in april 2011 and over 1.8 million disadvantaged children are benefiting from the extra"
88,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",free school meals,4,"tes to editors
the department for education has also confirmed that the per pupil level of the pupil premium for the financial year 2012 to 2013 will rise from £600 to £619. this follows a smaller-than-expected rise in the number of pupils registering for free school meals in january 2012. the allocations to schools will be revised to reflect this change in the per pupil amount.
details of how secondary schools can sign up to run summer schools in 2013 will be announced shortly. further information on the p"
89,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,1,"
england’s most disadvantaged pupils are to benefit from extra cash next year when the pupil premium rises to £900 per pupil - around 50% higher than last year.
schools receive extra cash through the premium for every child registered as eligible for free school meals (fsm) at any point in the past six years and children in care who have been looked after for six months.
schools minister david laws said:
it’s unacceptable that children from disadvantaged backgrounds are less likely to do well in school than"
90,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,2,"lling us that the pupil premium is making a difference.
this extra funding will help schools provide the extra support children and young people need to reach their full potential.
statistics show that, in 2011, the latest available:
35% of pupils on free school meals achieved five good gcse grades compared with 62% of other pupils.
58% of pupils on free school meals achieved the expected level in both english and maths by the end of primary school compared with 78% of other pupils.
the pupil premium was in"
91,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,3,"the extra support children and young people need to reach their full potential.
statistics show that, in 2011, the latest available:
35% of pupils on free school meals achieved five good gcse grades compared with 62% of other pupils.
58% of pupils on free school meals achieved the expected level in both english and maths by the end of primary school compared with 78% of other pupils.
the pupil premium was introduced in april 2011 and over 1.8 million disadvantaged children are benefiting from the extra cash"
92,df_selected_urls_2024_p2,85,https://www.gov.uk/government/news/cash-boost-for-disadvantaged-school-children,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00034.warc.wet.gz,"cash boost for disadvantaged school children - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,4,"o editors
the department for education has also confirmed that the per pupil level of the pupil premium for the financial year 2012 to 2013 will rise from £600 to £619. this follows a smaller-than-expected rise in the number of pupils registering for free school meals in january 2012. the allocations to schools will be revised to reflect this change in the per pupil amount.
details of how secondary schools can sign up to run summer schools in 2013 will be announced shortly. further information on the pupil "
93,df_selected_urls_2024_p2,88,https://www.gov.uk/government/news/tackling-the-root-causes-of-poverty-and-disadvantage,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00179.warc.wet.gz,"tackling the root causes of poverty and disadvantage - gov.uk
cookies on gov.uk
we use some essentia",Sure Start,1,"k field’s independent report on poverty and life chances, published earlier this month, is a welcome reminder of how important early years childcare and education is to setting a child on the road to success and out of poverty.
that’s why we are reforming sure start services to target the most needy and are extending the offer of 15-hours of free childcare a week to all disadvantaged 2-year-olds. and through the pupil premium schools will be able to support the poorest at every stage of their education.
rel"
94,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",free school meals,1," take up in the long-term so while a school wanting to run a really big promotion will have to invest to cover the cost, it will pay back a big return. even on a much smaller scale, we know that many schools are keen to help families who don’t qualify for free school meals but might be struggling to find money for lunches every day. we’re particularly keen to test out how these powers can help larger families with the costs of school meals and will also be producing a guide to using the new legislation for "
95,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",free school meals,2," discount, thus helping to increase take up and thereby the financial viability of the service. * gateshead offered five days of free lunch for all reception pupils starting classes in september 2008. * as part of its main catering contract ealing provide free school meals to all of its reception children for a week. * brent ran a free meals pilot in 3 schools in 2006/07 and expanded this to 6 schools in 2007/08. in each school a year group in key stage 1 was offered a free school meal for a week. it was le"
96,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,1,"eal deals for pupils starting a new school to get them into the canteen
special prices for siblings regularly eating school lunches - helping families afford healthy food
cut price meals for a different year group each day to encourage them choose healthy school meals regularly.
children’s minister sarah teather said:
school meals beat takeaways hands down on the quality of food they serve, but up until now they have struggled to compete on price. getting children into the school canteen is vital - the bene"
97,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,2,"canteen
special prices for siblings regularly eating school lunches - helping families afford healthy food
cut price meals for a different year group each day to encourage them choose healthy school meals regularly.
children’s minister sarah teather said:
school meals beat takeaways hands down on the quality of food they serve, but up until now they have struggled to compete on price. getting children into the school canteen is vital - the benefits of healthy school meals are clear. these new powers are an "
98,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,3,"ularly.
children’s minister sarah teather said:
school meals beat takeaways hands down on the quality of food they serve, but up until now they have struggled to compete on price. getting children into the school canteen is vital - the benefits of healthy school meals are clear. these new powers are an important step in tackling childhood obesity, and will mean schools can help hard-pressed families.
no longer will schools be tied by complicated red tape, instead they will be able to use their initiative to"
99,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,4,"r. these new powers are an important step in tackling childhood obesity, and will mean schools can help hard-pressed families.
no longer will schools be tied by complicated red tape, instead they will be able to use their initiative to increase take up of school meals. already we’ve seen some great examples of pioneering schools keen to offer special deals - now others across the country will be able to follow suit.
judy hargadon, chief executive of the children’s food trust and the school food trust said:
"
100,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,5,"children able to have a healthy school meal every day, and why it’s in the interests of schools to do everything they can to boost take up. keeping meals affordable is a crucial part of this, and many parents have told us that they’d be more likely to try school meals for their child if they were on offer at a discount.
price promotions do increase take up in the long-term so while a school wanting to run a really big promotion will have to invest to cover the cost, it will pay back a big return. even on a "
101,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,6," up in the long-term so while a school wanting to run a really big promotion will have to invest to cover the cost, it will pay back a big return. even on a much smaller scale, we know that many schools are keen to help families who don’t qualify for free school meals but might be struggling to find money for lunches every day. we’re particularly keen to test out how these powers can help larger families with the costs of school meals and will also be producing a guide to using the new legislation for all s"
102,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,7,"scale, we know that many schools are keen to help families who don’t qualify for free school meals but might be struggling to find money for lunches every day. we’re particularly keen to test out how these powers can help larger families with the costs of school meals and will also be producing a guide to using the new legislation for all schools next year.
the latest annual school food survey showed that, while the uptake of school lunches has increased across the board, there is a drop off of 6.5 percenta"
103,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,8,"e uptake of school lunches has increased across the board, there is a drop off of 6.5 percentage points between primary and secondary school.
research earlier this year by the school food trust showed that almost 6 out of 10 parents were keen to switch to school meals if they were offered price promotions.
the changes are part of the education act 2011, and will come into force next year. the act safeguards pupils not included in a special offer by preventing the school from charging more than the cost of p"
104,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,9,"ount, thus helping to increase take up and thereby the financial viability of the service. * gateshead offered five days of free lunch for all reception pupils starting classes in september 2008. * as part of its main catering contract ealing provide free school meals to all of its reception children for a week. * brent ran a free meals pilot in 3 schools in 2006/07 and expanded this to 6 schools in 2007/08. in each school a year group in key stage 1 was offered a free school meal for a week. it was left to"
105,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,10,"lot in 3 schools in 2006/07 and expanded this to 6 schools in 2007/08. in each school a year group in key stage 1 was offered a free school meal for a week. it was left to the schools to decide which year to target. this resulted in an increased uptake of school meals of 6% between february 07 and february 08.
the latest annual survey of school food (2010-11) showed that take up of school lunches was 44.1% in primary schools and 37.6% in secondary schools. this represented an increase over 2009-2010 of 2.7 "
106,df_selected_urls_2024_p2,97,https://www.gov.uk/government/news/new-powers-for-schools-to-beat-the-takeaways,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00493.warc.wet.gz,"new powers for schools to beat the takeaways - gov.uk
cookies on gov.uk
we use some essential cookie",School meals,11,"s to about 173,000 more pupils taking school lunch in 2010-2011.
research from the school food trust in september 2011, showed that 58% of parents in the survey whose children didn’t already have a school lunch said they would be willing to sign up to try school meals in september 2011, if meals were offered at a reduced price.
the education act 2011 (section 35) is available on the parliament website.
dfe enquiries
central newsdesk - for journalists 020 7783 8300
general enquiries - for members of the publ"
107,df_selected_urls_2024_p2,103,https://www.gov.uk/government/news/queens-birthday-honours-2010,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00856.warc.wet.gz,"queen's birthday honours 2010 - gov.uk
cookies on gov.uk
we use some essential cookies to make this ",Sure Start,1,"cation
kathryn broadhurst headteacher, green lane infants school, leicester. for services to education
thomas canning headteacher, tollgate primary school, newham, london. for services to local and national education
laura coletti manager, violet melchett sure start children's centre, kensington, london. for services to children and families
angela darnell headteacher, egglescliffe high school, stockton-on-tees. for services to education
margaret eva headteacher, bourne community college, west sussex. for s"
108,df_selected_urls_2024_p2,103,https://www.gov.uk/government/news/queens-birthday-honours-2010,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00856.warc.wet.gz,"queen's birthday honours 2010 - gov.uk
cookies on gov.uk
we use some essential cookies to make this ",Sure Start,2,"ices to education
margaret eva headteacher, bourne community college, west sussex. for services to education
tracy jackson manager, the crescent children's centre, meir, stoke on trent. for services to children and families
lynne james manager, hartcliffe sure start children's centre, bristol. for services to children and families
dilys jones lately headteacher, lypiatt primary school and early years centre, wiltshire. for services to education
jean jones headteacher, grace owen nursery school, sheffield. f"
109,df_selected_urls_2024_p2,103,https://www.gov.uk/government/news/queens-birthday-honours-2010,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474697.2/wet/CC-MAIN-20240228044414-20240228074414-00856.warc.wet.gz,"queen's birthday honours 2010 - gov.uk
cookies on gov.uk
we use some essential cookies to make this ",Sure Start,3,"lys jones lately headteacher, lypiatt primary school and early years centre, wiltshire. for services to education
jean jones headteacher, grace owen nursery school, sheffield. for services to early years education
sian rees-jones headteacher, bognor regis sure start children's centre, west sussex. for services to early years education
roger legate principal and head of visual impairment service, linden lodge school, wandsworth, london. for services to special needs education
catherine myers executive headte"
110,df_selected_urls_2024_p2,139,https://www.gov.uk/government/news/50-million-to-help-pupils-get-ready-for-secondary-school,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474737.17/wet/CC-MAIN-20240228143955-20240228173955-00149.warc.wet.gz,"£50 million to help pupils get ready for secondary school - gov.uk
cookies on gov.uk
we use some ess",free school meals,1,"st throughout their time at school.
the new summer schools will allow schools to pick the pupils in danger of falling back and provide them with two weeks of support and catch-up, so that they start secondary school ready to learn.
all pupils eligible for free school meals who are making the transition between primary and secondary school in september 2012 will attract the extra funding. schools will make a judgement on which pupils need extra support in making the transition.
deputy prime minister, nick cl"
111,df_selected_urls_2024_p2,139,https://www.gov.uk/government/news/50-million-to-help-pupils-get-ready-for-secondary-school,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474737.17/wet/CC-MAIN-20240228143955-20240228173955-00149.warc.wet.gz,"£50 million to help pupils get ready for secondary school - gov.uk
cookies on gov.uk
we use some ess",School meals,1,"roughout their time at school.
the new summer schools will allow schools to pick the pupils in danger of falling back and provide them with two weeks of support and catch-up, so that they start secondary school ready to learn.
all pupils eligible for free school meals who are making the transition between primary and secondary school in september 2012 will attract the extra funding. schools will make a judgement on which pupils need extra support in making the transition.
deputy prime minister, nick clegg, "
112,df_selected_urls_2024_p2,259,https://www.gov.uk/government/news/ex-service-personnel-to-become-mentors-to-young-people,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00132.warc.wet.gz,"ex-service personnel to become mentors to young people - gov.uk
cookies on gov.uk
we use some essent",free school meals,1,"a sense of purpose.
peter cross, chief executive of skillforce, said:
skillforce is delighted to be asked to expand its work with disadvantaged young people. our programmes effect positive and permanent change in their lives as evidenced by 60 per cent on free school meals going into further education compared with nine per cent nationally. the use of former military mentors enables them to serve their communities following a first career of service to their country.
dr liam fox, secretary of state for defe"
113,df_selected_urls_2024_p2,259,https://www.gov.uk/government/news/ex-service-personnel-to-become-mentors-to-young-people,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00132.warc.wet.gz,"ex-service personnel to become mentors to young people - gov.uk
cookies on gov.uk
we use some essent",School meals,1,"se of purpose.
peter cross, chief executive of skillforce, said:
skillforce is delighted to be asked to expand its work with disadvantaged young people. our programmes effect positive and permanent change in their lives as evidenced by 60 per cent on free school meals going into further education compared with nine per cent nationally. the use of former military mentors enables them to serve their communities following a first career of service to their country.
dr liam fox, secretary of state for defence s"
114,df_selected_urls_2024_p2,271,https://www.gov.uk/government/news/schools-minister-nick-gibb-responds-to-key-stage-2-attainment-statistics,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00699.warc.wet.gz,"schools minister nick gibb responds to key stage 2 attainment statistics - gov.uk
cookies on gov.uk
",free school meals,1,"nment
nick gibb has today commented on statistics showing key stage 2 attainment by pupil characteristics.
schools minister nick gibb said:
these figures reveal that our education system is letting down half of all 10- and 11-year-old boys who qualify for free school meals. it is not acceptable that at the end of primary school these children are still not reaching the standard in english and maths they need to flourish at secondary school. after 7 years of primary school, children need to be fluent in thes"
115,df_selected_urls_2024_p2,271,https://www.gov.uk/government/news/schools-minister-nick-gibb-responds-to-key-stage-2-attainment-statistics,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00699.warc.wet.gz,"schools minister nick gibb responds to key stage 2 attainment statistics - gov.uk
cookies on gov.uk
",School meals,1,"
nick gibb has today commented on statistics showing key stage 2 attainment by pupil characteristics.
schools minister nick gibb said:
these figures reveal that our education system is letting down half of all 10- and 11-year-old boys who qualify for free school meals. it is not acceptable that at the end of primary school these children are still not reaching the standard in english and maths they need to flourish at secondary school. after 7 years of primary school, children need to be fluent in these bas"
116,df_selected_urls_2024_p2,272,https://www.gov.uk/government/news/fair-funding-for-all-schools,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00734.warc.wet.gz,"fair funding for all schools - gov.uk
cookies on gov.uk
we use some essential cookies to make this w",free school meals,1,"schools’ funding can vary by as much as £1,800 per pupil. in a secondary school of 1,000 pupils, that is a difference of around £1.8 million. this could pay for around 40 extra teachers.
in one local authority, a school with 43% of its pupils eligible for free school meals received £3,367 per pupil. in another local authority, a school with only 10% of its pupils eligible for free school meals received £4,032 per pupil. this is a difference of £655 per pupil.
the system cannot respond to changes in the type"
117,df_selected_urls_2024_p2,272,https://www.gov.uk/government/news/fair-funding-for-all-schools,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00734.warc.wet.gz,"fair funding for all schools - gov.uk
cookies on gov.uk
we use some essential cookies to make this w",free school meals,2,"ound £1.8 million. this could pay for around 40 extra teachers.
in one local authority, a school with 43% of its pupils eligible for free school meals received £3,367 per pupil. in another local authority, a school with only 10% of its pupils eligible for free school meals received £4,032 per pupil. this is a difference of £655 per pupil.
the system cannot respond to changes in the types of children living in certain areas. in peterborough, for example, the number of children who speak english as an additio"
118,df_selected_urls_2024_p2,272,https://www.gov.uk/government/news/fair-funding-for-all-schools,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00734.warc.wet.gz,"fair funding for all schools - gov.uk
cookies on gov.uk
we use some essential cookies to make this w",School meals,1,"ls’ funding can vary by as much as £1,800 per pupil. in a secondary school of 1,000 pupils, that is a difference of around £1.8 million. this could pay for around 40 extra teachers.
in one local authority, a school with 43% of its pupils eligible for free school meals received £3,367 per pupil. in another local authority, a school with only 10% of its pupils eligible for free school meals received £4,032 per pupil. this is a difference of £655 per pupil.
the system cannot respond to changes in the types of "
119,df_selected_urls_2024_p2,272,https://www.gov.uk/government/news/fair-funding-for-all-schools,www.gov.uk,https://data.commoncrawl.org/crawl-data/CC-MAIN-2024-10/segments/1707947474746.1/wet/CC-MAIN-20240228211701-20240229001701-00734.warc.wet.gz,"fair funding for all schools - gov.uk
cookies on gov.uk
we use some essential cookies to make this w",School meals,2,"£1.8 million. this could pay for around 40 extra teachers.
in one local authority, a school with 43% of its pupils eligible for free school meals received £3,367 per pupil. in another local authority, a school with only 10% of its pupils eligible for free school meals received £4,032 per pupil. this is a difference of £655 per pupil.
the system cannot respond to changes in the types of children living in certain areas. in peterborough, for example, the number of children who speak english as an additional l"
